sectors,state_name,state_fips,value
Farms,Alabama,1,1.748968440211691
"Forestry, fishing, and related activities",Alabama,1,1.3560602917854183
Oil and gas extraction,Alabama,1,1.5699043778443802
"Mining, except oil and gas",Alabama,1,1.5502187277027588
Support activities for mining,Alabama,1,1.4208917249940722
Utilities,Alabama,1,1.4908905539153017
Construction,Alabama,1,1.7436090600082128
Wood products,Alabama,1,2.065097292197583
Nonmetallic mineral products,Alabama,1,1.8292443229152244
Primary metals,Alabama,1,2.2032822726364283
Fabricated metal products,Alabama,1,2.022501949531991
Machinery,Alabama,1,1.9393179099164903
Computer and electronic products,Alabama,1,1.299264229460951
"Electrical equipment, appliances, and components",Alabama,1,1.952000046770388
"Motor vehicles, bodies and trailers, and parts",Alabama,1,2.470228236106858
Other transportation equipment,Alabama,1,1.853390382901808
Furniture and related products,Alabama,1,2.058776963551749
Miscellaneous manufacturing,Alabama,1,1.616391732792738
Food and beverage and tobacco products,Alabama,1,1.952764419920877
Textile mills and textile product mills,Alabama,1,2.101249332348816
Apparel and leather and allied products,Alabama,1,1.6023502359584332
Paper products,Alabama,1,2.111602778466273
Printing and related support activities,Alabama,1,1.7754070524292214
Petroleum and coal products,Alabama,1,1.4316543484965365
Chemical products,Alabama,1,1.7393826258228022
Plastics and rubber products,Alabama,1,2.121651304931453
Wholesale trade,Alabama,1,1.5626267963767693
Retail trade,Alabama,1,1.4673474904951709
Air transportation,Alabama,1,1.5029939283699287
Rail transportation,Alabama,1,1.491683545246181
Water transportation,Alabama,1,1.5501893897965842
Truck transportation,Alabama,1,1.5295708333086615
Transit and ground passenger transportation,Alabama,1,1.4702371231551956
Pipeline transportation,Alabama,1,1.7641197690293102
Other transportation and support activities,Alabama,1,1.724717239696837
Warehousing and storage,Alabama,1,1.725983621659184
Publishing industries (includes software),Alabama,1,1.36812424262872
Motion picture and sound recording industries,Alabama,1,1.606046869753846
Broadcasting and telecommunications,Alabama,1,1.5153636752834243
Information and data processing services,Alabama,1,1.3328642374133968
"Federal Reserve banks, credit intermediation, and related activities",Alabama,1,1.2296883585083191
"Securities, commodity contracts, and investments",Alabama,1,1.4760457719654063
Insurance carriers and related activities,Alabama,1,1.452241672625966
"Funds, trusts, and other financial vehicles",Alabama,1,1.3213881022181633
Real estate,Alabama,1,1.5038214731919255
Rental and leasing services and lessors of intangible assets,Alabama,1,1.7210638579318966
Legal services,Alabama,1,1.8484285728039973
Computer systems design and related services,Alabama,1,1.0768711654155991
"Miscellaneous professional, scientific, and technical services",Alabama,1,1.8062874753080984
Management of companies and enterprises,Alabama,1,1.561011082701118
Administrative and support services,Alabama,1,1.2467755947841497
Waste management and remediation services,Alabama,1,1.3935006942126442
Educational services,Alabama,1,1.499919277149999
Ambulatory health care services,Alabama,1,1.395063622857853
Hospitals and nursing and residential care facilities,Alabama,1,1.5102508978290528
Social assistance,Alabama,1,1.724395171075256
"Performing arts, spectator sports, museums, and related activities",Alabama,1,1.4903536107016886
"Amusements, gambling, and recreation industries",Alabama,1,1.4712934210914914
Accommodation,Alabama,1,1.6211684815777818
Food services and drinking places,Alabama,1,1.5923620739433253
"Other services, except government",Alabama,1,1.6355773511601288
Federal general government (defense),Alabama,1,1.3890881845522425
Federal general government (nondefense),Alabama,1,1.6849780623371804
Federal government enterprises,Alabama,1,1.4600723233961237
State and local general government,Alabama,1,1.66353130999029
State and local government enterprises,Alabama,1,1.5235062373353068
Federal general government (defense),Alabama,1,1.5399153566450825
Federal general government (nondefense),Alabama,1,1.4105041645774303
Federal government enterprises,Alabama,1,1.5442829065549668
State and local general government,Alabama,1,1.5138758298755777
State and local government enterprises,Alabama,1,1.930935418117771
Farms,Alaska,2,1.3846128629967356
"Forestry, fishing, and related activities",Alaska,2,1.1771202571660886
Oil and gas extraction,Alaska,2,1.3383453056227483
"Mining, except oil and gas",Alaska,2,1.31556047376438
Support activities for mining,Alaska,2,1.2094821076262678
Utilities,Alaska,2,1.344633951137383
Construction,Alaska,2,1.2535971381415894
Wood products,Alaska,2,1.310063282655194
Nonmetallic mineral products,Alaska,2,1.346420285158499
Primary metals,Alaska,2,1.2680871824459012
Fabricated metal products,Alaska,2,1.154465572691486
Machinery,Alaska,2,1.1539801795534124
Computer and electronic products,Alaska,2,1.078062461287341
"Electrical equipment, appliances, and components",Alaska,2,1.1366863754767935
"Motor vehicles, bodies and trailers, and parts",Alaska,2,1.143134773661197
Other transportation equipment,Alaska,2,1.125251133165077
Furniture and related products,Alaska,2,1.2028513322284955
Miscellaneous manufacturing,Alaska,2,1.1553814845215058
Food and beverage and tobacco products,Alaska,2,1.5250602893381828
Textile mills and textile product mills,Alaska,2,1.1797926974329882
Apparel and leather and allied products,Alaska,2,1.1707969212105456
Paper products,Alaska,2,1.2191800473124754
Printing and related support activities,Alaska,2,1.2007944157650674
Petroleum and coal products,Alaska,2,1.7666138993365328
Chemical products,Alaska,2,1.1967389161835575
Plastics and rubber products,Alaska,2,1.169413360860272
Wholesale trade,Alaska,2,1.274620421675973
Retail trade,Alaska,2,1.2104912376774126
Air transportation,Alaska,2,1.1973090683055236
Rail transportation,Alaska,2,1.206574504888624
Water transportation,Alaska,2,1.2236122736141375
Truck transportation,Alaska,2,1.4390028045405556
Transit and ground passenger transportation,Alaska,2,1.231221515341444
Pipeline transportation,Alaska,2,1.4340524218761137
Other transportation and support activities,Alaska,2,1.4222346648105244
Warehousing and storage,Alaska,2,1.319480102294357
Publishing industries (includes software),Alaska,2,1.2200336608340847
Motion picture and sound recording industries,Alaska,2,1.3817446694157645
Broadcasting and telecommunications,Alaska,2,1.2188642861861934
Information and data processing services,Alaska,2,1.172943323536291
"Federal Reserve banks, credit intermediation, and related activities",Alaska,2,1.1385571368317566
"Securities, commodity contracts, and investments",Alaska,2,1.2343999540371495
Insurance carriers and related activities,Alaska,2,1.2706834555105904
"Funds, trusts, and other financial vehicles",Alaska,2,1.1906690700582776
Real estate,Alaska,2,1.2553111079031505
Rental and leasing services and lessors of intangible assets,Alaska,2,1.1854442217465369
Legal services,Alaska,2,1.3657792409317595
Computer systems design and related services,Alaska,2,1.0457494634262805
"Miscellaneous professional, scientific, and technical services",Alaska,2,1.3810740937961552
Management of companies and enterprises,Alaska,2,1.2692567499940204
Administrative and support services,Alaska,2,1.1130916206541923
Waste management and remediation services,Alaska,2,1.2289861594263096
Educational services,Alaska,2,1.231239127821588
Ambulatory health care services,Alaska,2,1.168266760583195
Hospitals and nursing and residential care facilities,Alaska,2,1.2701466979177587
Social assistance,Alaska,2,1.3845290568247657
"Performing arts, spectator sports, museums, and related activities",Alaska,2,1.216374105624333
"Amusements, gambling, and recreation industries",Alaska,2,1.183251014121875
Accommodation,Alaska,2,1.2718638726316818
Food services and drinking places,Alaska,2,1.21742208134746
"Other services, except government",Alaska,2,1.2706076484135227
Federal general government (defense),Alaska,2,1.1959930177179956
Federal general government (nondefense),Alaska,2,1.3302212005957676
Federal government enterprises,Alaska,2,1.2650444736295583
State and local general government,Alaska,2,1.3433087973902094
State and local government enterprises,Alaska,2,1.1896504856407006
Federal general government (defense),Alaska,2,1.2436755094673433
Federal general government (nondefense),Alaska,2,1.2022046156546968
Federal government enterprises,Alaska,2,1.2667874784597828
State and local general government,Alaska,2,1.3390628322299236
State and local government enterprises,Alaska,2,1.5824388932213034
Farms,Arizona,4,1.818786713894719
"Forestry, fishing, and related activities",Arizona,4,1.3163687111585938
Oil and gas extraction,Arizona,4,1.4530569522258852
"Mining, except oil and gas",Arizona,4,1.4795210173285425
Support activities for mining,Arizona,4,1.4052930831919426
Utilities,Arizona,4,1.412944383221605
Construction,Arizona,4,1.5967863570510994
Wood products,Arizona,4,1.7268731221946374
Nonmetallic mineral products,Arizona,4,1.6943748571478556
Primary metals,Arizona,4,1.766929585289427
Fabricated metal products,Arizona,4,1.674585469627869
Machinery,Arizona,4,1.6177188361094017
Computer and electronic products,Arizona,4,1.330493917678424
"Electrical equipment, appliances, and components",Arizona,4,1.6203301825696028
"Motor vehicles, bodies and trailers, and parts",Arizona,4,1.7410767078312075
Other transportation equipment,Arizona,4,1.8092407012670848
Furniture and related products,Arizona,4,1.6972978586780854
Miscellaneous manufacturing,Arizona,4,1.464991479802538
Food and beverage and tobacco products,Arizona,4,1.9668004955356715
Textile mills and textile product mills,Arizona,4,1.5780858423885653
Apparel and leather and allied products,Arizona,4,1.5508411923050025
Paper products,Arizona,4,1.5859786160684075
Printing and related support activities,Arizona,4,1.529902723060614
Petroleum and coal products,Arizona,4,1.2124031708419456
Chemical products,Arizona,4,1.425789217100243
Plastics and rubber products,Arizona,4,1.5986011733388596
Wholesale trade,Arizona,4,1.5734627769141092
Retail trade,Arizona,4,1.4728968485084266
Air transportation,Arizona,4,1.491533664737965
Rail transportation,Arizona,4,1.5107657629755913
Water transportation,Arizona,4,1.560382339451262
Truck transportation,Arizona,4,1.3542373506812573
Transit and ground passenger transportation,Arizona,4,1.4930918627997425
Pipeline transportation,Arizona,4,1.8077542779649511
Other transportation and support activities,Arizona,4,1.60825437704425
Warehousing and storage,Arizona,4,1.7411535664868083
Publishing industries (includes software),Arizona,4,1.3943696466347009
Motion picture and sound recording industries,Arizona,4,1.4803639936445103
Broadcasting and telecommunications,Arizona,4,1.474080134860396
Information and data processing services,Arizona,4,1.400182370259889
"Federal Reserve banks, credit intermediation, and related activities",Arizona,4,1.3964893426229517
"Securities, commodity contracts, and investments",Arizona,4,1.5892019521386724
Insurance carriers and related activities,Arizona,4,1.5161882657899262
"Funds, trusts, and other financial vehicles",Arizona,4,1.4490335598841817
Real estate,Arizona,4,1.6665772119028923
Rental and leasing services and lessors of intangible assets,Arizona,4,1.8167865342278715
Legal services,Arizona,4,2.2739978249914907
Computer systems design and related services,Arizona,4,1.1130059439787403
"Miscellaneous professional, scientific, and technical services",Arizona,4,1.875650311142608
Management of companies and enterprises,Arizona,4,1.639957691617869
Administrative and support services,Arizona,4,1.2843012574138677
Waste management and remediation services,Arizona,4,1.44416286282197
Educational services,Arizona,4,1.4947670618333904
Ambulatory health care services,Arizona,4,1.5110790105869611
Hospitals and nursing and residential care facilities,Arizona,4,1.5251662655017253
Social assistance,Arizona,4,1.6303910613727348
"Performing arts, spectator sports, museums, and related activities",Arizona,4,1.490763785281176
"Amusements, gambling, and recreation industries",Arizona,4,1.4437376952747984
Accommodation,Arizona,4,1.602344247127458
Food services and drinking places,Arizona,4,1.5617642519548354
"Other services, except government",Arizona,4,1.5563815221563206
Federal general government (defense),Arizona,4,1.5961812527203392
Federal general government (nondefense),Arizona,4,1.6639740064329065
Federal government enterprises,Arizona,4,1.470013669647275
State and local general government,Arizona,4,1.6562031454673256
State and local government enterprises,Arizona,4,1.5148575125135986
Federal general government (defense),Arizona,4,1.4892593958766742
Federal general government (nondefense),Arizona,4,1.4161902453685018
Federal government enterprises,Arizona,4,1.4402577810923265
State and local general government,Arizona,4,1.4336625834623695
State and local government enterprises,Arizona,4,1.7720455584828505
Farms,Arkansas,5,2.024322693457133
"Forestry, fishing, and related activities",Arkansas,5,1.3658305717863224
Oil and gas extraction,Arkansas,5,1.5787297216647165
"Mining, except oil and gas",Arkansas,5,1.531627543527911
Support activities for mining,Arkansas,5,1.4088290511806338
Utilities,Arkansas,5,1.476761400578544
Construction,Arkansas,5,1.7254926024292163
Wood products,Arkansas,5,1.98694508047365
Nonmetallic mineral products,Arkansas,5,1.7785476712575925
Primary metals,Arkansas,5,2.164988990164976
Fabricated metal products,Arkansas,5,1.9788858109956111
Machinery,Arkansas,5,1.8886247356576888
Computer and electronic products,Arkansas,5,1.249435185819669
"Electrical equipment, appliances, and components",Arkansas,5,1.9019323170767648
"Motor vehicles, bodies and trailers, and parts",Arkansas,5,1.764632969508284
Other transportation equipment,Arkansas,5,1.3935606539536227
Furniture and related products,Arkansas,5,1.9744824370383565
Miscellaneous manufacturing,Arkansas,5,1.55392863108151
Food and beverage and tobacco products,Arkansas,5,2.2903153412145763
Textile mills and textile product mills,Arkansas,5,1.91019256099339
Apparel and leather and allied products,Arkansas,5,1.544788666763067
Paper products,Arkansas,5,2.036959975177242
Printing and related support activities,Arkansas,5,1.7318654740035744
Petroleum and coal products,Arkansas,5,1.5704931561837467
Chemical products,Arkansas,5,1.6307270300216024
Plastics and rubber products,Arkansas,5,1.9322509111474344
Wholesale trade,Arkansas,5,1.5137382087571782
Retail trade,Arkansas,5,1.4157531671517412
Air transportation,Arkansas,5,1.470209090714798
Rail transportation,Arkansas,5,1.4542544901593526
Water transportation,Arkansas,5,1.5102468953562118
Truck transportation,Arkansas,5,1.51845601269311
Transit and ground passenger transportation,Arkansas,5,1.4261432309600928
Pipeline transportation,Arkansas,5,1.6997555819737171
Other transportation and support activities,Arkansas,5,1.66285082561221
Warehousing and storage,Arkansas,5,1.642153810320874
Publishing industries (includes software),Arkansas,5,1.344969701253493
Motion picture and sound recording industries,Arkansas,5,1.5746317917489947
Broadcasting and telecommunications,Arkansas,5,1.477538720615301
Information and data processing services,Arkansas,5,1.3011939697701782
"Federal Reserve banks, credit intermediation, and related activities",Arkansas,5,1.2331973945156425
"Securities, commodity contracts, and investments",Arkansas,5,1.4309181769245072
Insurance carriers and related activities,Arkansas,5,1.4202583613174495
"Funds, trusts, and other financial vehicles",Arkansas,5,1.2976859871015871
Real estate,Arkansas,5,1.4592527369039543
Rental and leasing services and lessors of intangible assets,Arkansas,5,1.5673129769685696
Legal services,Arkansas,5,1.725902368385204
Computer systems design and related services,Arkansas,5,1.0701089373671744
"Miscellaneous professional, scientific, and technical services",Arkansas,5,1.744881639836921
Management of companies and enterprises,Arkansas,5,1.5080007859905369
Administrative and support services,Arkansas,5,1.2295631221722314
Waste management and remediation services,Arkansas,5,1.3663813564903795
Educational services,Arkansas,5,1.4456140989619897
Ambulatory health care services,Arkansas,5,1.360139812099424
Hospitals and nursing and residential care facilities,Arkansas,5,1.457531906936672
Social assistance,Arkansas,5,1.6770618330872822
"Performing arts, spectator sports, museums, and related activities",Arkansas,5,1.4658520220281577
"Amusements, gambling, and recreation industries",Arkansas,5,1.4180780145359275
Accommodation,Arkansas,5,1.5729546658294702
Food services and drinking places,Arkansas,5,1.5487119481356812
"Other services, except government",Arkansas,5,1.5958133717501193
Federal general government (defense),Arkansas,5,1.4023230583427837
Federal general government (nondefense),Arkansas,5,1.652696490247057
Federal government enterprises,Arkansas,5,1.4355024017000322
State and local general government,Arkansas,5,1.6499445043243532
State and local government enterprises,Arkansas,5,1.4681686175058954
Federal general government (defense),Arkansas,5,1.331417743917465
Federal general government (nondefense),Arkansas,5,1.3787992111318834
Federal government enterprises,Arkansas,5,1.4099681165497835
State and local general government,Arkansas,5,1.4968531438336448
State and local government enterprises,Arkansas,5,1.8729483180768127
Farms,California,6,1.9421311264057108
"Forestry, fishing, and related activities",California,6,1.3589576984652645
Oil and gas extraction,California,6,1.485524348333633
"Mining, except oil and gas",California,6,1.4395156767650596
Support activities for mining,California,6,1.4037613047650743
Utilities,California,6,1.4526708118016636
Construction,California,6,1.5508264840770662
Wood products,California,6,1.7162483495778968
Nonmetallic mineral products,California,6,1.5632188325195016
Primary metals,California,6,1.55479510844906
Fabricated metal products,California,6,1.5383781323574306
Machinery,California,6,1.574762523583663
Computer and electronic products,California,6,1.3218230367928792
"Electrical equipment, appliances, and components",California,6,1.548922440799576
"Motor vehicles, bodies and trailers, and parts",California,6,1.770361546522696
Other transportation equipment,California,6,1.7768125286394671
Furniture and related products,California,6,1.642870857375514
Miscellaneous manufacturing,California,6,1.482032463705178
Food and beverage and tobacco products,California,6,2.1221285725625534
Textile mills and textile product mills,California,6,1.809310538756949
Apparel and leather and allied products,California,6,1.645105451043718
Paper products,California,6,1.6488156261177294
Printing and related support activities,California,6,1.5945252697243817
Petroleum and coal products,California,6,1.423762029571328
Chemical products,California,6,1.6268977859514822
Plastics and rubber products,California,6,1.8178528009067672
Wholesale trade,California,6,1.5909582107084912
Retail trade,California,6,1.47575716411016
Air transportation,California,6,1.478365011021002
Rail transportation,California,6,1.4942159287210206
Water transportation,California,6,1.5495127379818596
Truck transportation,California,6,1.5877143044259698
Transit and ground passenger transportation,California,6,1.573372772385018
Pipeline transportation,California,6,1.899043518813548
Other transportation and support activities,California,6,1.7158628554188309
Warehousing and storage,California,6,1.7065591894290166
Publishing industries (includes software),California,6,1.443808922929339
Motion picture and sound recording industries,California,6,1.600730027608636
Broadcasting and telecommunications,California,6,1.4991004956879583
Information and data processing services,California,6,1.470125132175857
"Federal Reserve banks, credit intermediation, and related activities",California,6,1.6790936508905507
"Securities, commodity contracts, and investments",California,6,1.700948661028812
Insurance carriers and related activities,California,6,1.5582731180178535
"Funds, trusts, and other financial vehicles",California,6,1.495633931914027
Real estate,California,6,1.7180916704776517
Rental and leasing services and lessors of intangible assets,California,6,1.535458628380304
Legal services,California,6,2.124348957465588
Computer systems design and related services,California,6,1.1421675610475022
"Miscellaneous professional, scientific, and technical services",California,6,1.8595668326778525
Management of companies and enterprises,California,6,1.6402594372261476
Administrative and support services,California,6,1.2822341600152949
Waste management and remediation services,California,6,1.4619290145259762
Educational services,California,6,1.5352230852166646
Ambulatory health care services,California,6,1.520584162658154
Hospitals and nursing and residential care facilities,California,6,1.556946010302804
Social assistance,California,6,1.6891105394006645
"Performing arts, spectator sports, museums, and related activities",California,6,1.5024719679390266
"Amusements, gambling, and recreation industries",California,6,1.459733008705541
Accommodation,California,6,1.6168225585406122
Food services and drinking places,California,6,1.5547365645466296
"Other services, except government",California,6,1.5804905601686716
Federal general government (defense),California,6,1.581951966312264
Federal general government (nondefense),California,6,1.6723426186799275
Federal government enterprises,California,6,1.495835677560262
State and local general government,California,6,1.6938060786141371
State and local government enterprises,California,6,1.50848721277065
Federal general government (defense),California,6,1.522174574511686
Federal general government (nondefense),California,6,1.4335616440953312
Federal government enterprises,California,6,1.4568618374602902
State and local general government,California,6,1.5418903621829108
State and local government enterprises,California,6,1.804630883735572
Farms,Colorado,8,1.8680665705498487
"Forestry, fishing, and related activities",Colorado,8,1.2722384514744616
Oil and gas extraction,Colorado,8,1.5736927130713598
"Mining, except oil and gas",Colorado,8,1.5008590426428494
Support activities for mining,Colorado,8,1.4370697751644546
Utilities,Colorado,8,1.4769696738557687
Construction,Colorado,8,1.5536392337816594
Wood products,Colorado,8,1.605817682893939
Nonmetallic mineral products,Colorado,8,1.690901036664634
Primary metals,Colorado,8,1.6165083523721546
Fabricated metal products,Colorado,8,1.5059297528114617
Machinery,Colorado,8,1.519698537987778
Computer and electronic products,Colorado,8,1.3078886471445446
"Electrical equipment, appliances, and components",Colorado,8,1.4873872808582835
"Motor vehicles, bodies and trailers, and parts",Colorado,8,1.5288448726199344
Other transportation equipment,Colorado,8,1.3794605368061092
Furniture and related products,Colorado,8,1.6176423921503789
Miscellaneous manufacturing,Colorado,8,1.4295654204898665
Food and beverage and tobacco products,Colorado,8,2.112296285684764
Textile mills and textile product mills,Colorado,8,1.5970265953274527
Apparel and leather and allied products,Colorado,8,1.545742207553561
Paper products,Colorado,8,1.519369874278591
Printing and related support activities,Colorado,8,1.515159859686004
Petroleum and coal products,Colorado,8,1.9881192638437684
Chemical products,Colorado,8,1.5041954175091898
Plastics and rubber products,Colorado,8,1.617075880780139
Wholesale trade,Colorado,8,1.5707501089609004
Retail trade,Colorado,8,1.4496107152291329
Air transportation,Colorado,8,1.4730019876352451
Rail transportation,Colorado,8,1.4896292337427015
Water transportation,Colorado,8,1.545364790833839
Truck transportation,Colorado,8,1.4621847101177878
Transit and ground passenger transportation,Colorado,8,1.4437996299347595
Pipeline transportation,Colorado,8,1.815726532961544
Other transportation and support activities,Colorado,8,1.6602072236233825
Warehousing and storage,Colorado,8,1.6901685855481992
Publishing industries (includes software),Colorado,8,1.345495807044705
Motion picture and sound recording industries,Colorado,8,1.5321513196383385
Broadcasting and telecommunications,Colorado,8,1.4668515310156038
Information and data processing services,Colorado,8,1.4537897194253386
"Federal Reserve banks, credit intermediation, and related activities",Colorado,8,1.3571721522990892
"Securities, commodity contracts, and investments",Colorado,8,1.611729081724639
Insurance carriers and related activities,Colorado,8,1.5352126336495724
"Funds, trusts, and other financial vehicles",Colorado,8,1.3909958025497928
Real estate,Colorado,8,1.5937328432500226
Rental and leasing services and lessors of intangible assets,Colorado,8,1.7277664248067588
Legal services,Colorado,8,2.110787708227207
Computer systems design and related services,Colorado,8,1.0742553850292471
"Miscellaneous professional, scientific, and technical services",Colorado,8,1.828404179849865
Management of companies and enterprises,Colorado,8,1.6078610154393058
Administrative and support services,Colorado,8,1.2885042514862537
Waste management and remediation services,Colorado,8,1.443925347063741
Educational services,Colorado,8,1.496735770622813
Ambulatory health care services,Colorado,8,1.487163740177995
Hospitals and nursing and residential care facilities,Colorado,8,1.5286171488376727
Social assistance,Colorado,8,1.6660454859915492
"Performing arts, spectator sports, museums, and related activities",Colorado,8,1.5097130538797598
"Amusements, gambling, and recreation industries",Colorado,8,1.4440034773878014
Accommodation,Colorado,8,1.608913039150663
Food services and drinking places,Colorado,8,1.5680402849462585
"Other services, except government",Colorado,8,1.592694645757678
Federal general government (defense),Colorado,8,1.5807843567486417
Federal general government (nondefense),Colorado,8,1.688087857240011
Federal government enterprises,Colorado,8,1.4690783330832256
State and local general government,Colorado,8,1.7006292773328715
State and local government enterprises,Colorado,8,1.500276003222639
Federal general government (defense),Colorado,8,1.3492328972321537
Federal general government (nondefense),Colorado,8,1.4127622729764195
Federal government enterprises,Colorado,8,1.435643106229678
State and local general government,Colorado,8,1.4932105742824575
State and local government enterprises,Colorado,8,1.8451512226668243
Farms,Connecticut,9,1.5208811270678753
"Forestry, fishing, and related activities",Connecticut,9,1.1836826808044425
Oil and gas extraction,Connecticut,9,1.5113646939952063
"Mining, except oil and gas",Connecticut,9,1.415120801409777
Support activities for mining,Connecticut,9,1.3800632519230045
Utilities,Connecticut,9,1.3696181898989042
Construction,Connecticut,9,1.5981130705863693
Wood products,Connecticut,9,1.508309550214597
Nonmetallic mineral products,Connecticut,9,1.5533543522429611
Primary metals,Connecticut,9,1.938255635359852
Fabricated metal products,Connecticut,9,1.897625159675248
Machinery,Connecticut,9,1.842844034347307
Computer and electronic products,Connecticut,9,1.295723969719775
"Electrical equipment, appliances, and components",Connecticut,9,1.8403846135134447
"Motor vehicles, bodies and trailers, and parts",Connecticut,9,1.7313589364538933
Other transportation equipment,Connecticut,9,1.424055807770375
Furniture and related products,Connecticut,9,1.744824225951119
Miscellaneous manufacturing,Connecticut,9,1.5498703217944652
Food and beverage and tobacco products,Connecticut,9,1.6514535828466883
Textile mills and textile product mills,Connecticut,9,1.935077874525161
Apparel and leather and allied products,Connecticut,9,1.5762647664630691
Paper products,Connecticut,9,1.809158003620992
Printing and related support activities,Connecticut,9,1.676844107125709
Petroleum and coal products,Connecticut,9,1.250556966319163
Chemical products,Connecticut,9,1.6662531531068998
Plastics and rubber products,Connecticut,9,1.983022261039664
Wholesale trade,Connecticut,9,1.52624938903728
Retail trade,Connecticut,9,1.4272434846484197
Air transportation,Connecticut,9,1.431727024494336
Rail transportation,Connecticut,9,1.465193921445621
Water transportation,Connecticut,9,1.5098966317895417
Truck transportation,Connecticut,9,1.3028830686940596
Transit and ground passenger transportation,Connecticut,9,1.3911042882028757
Pipeline transportation,Connecticut,9,1.719862532904988
Other transportation and support activities,Connecticut,9,1.512406977728456
Warehousing and storage,Connecticut,9,1.6560326623401798
Publishing industries (includes software),Connecticut,9,1.340515551025914
Motion picture and sound recording industries,Connecticut,9,1.400163900612564
Broadcasting and telecommunications,Connecticut,9,1.4305461894422855
Information and data processing services,Connecticut,9,1.3963426534756822
"Federal Reserve banks, credit intermediation, and related activities",Connecticut,9,1.502577302648254
"Securities, commodity contracts, and investments",Connecticut,9,1.6371130542709649
Insurance carriers and related activities,Connecticut,9,1.5030482980550768
"Funds, trusts, and other financial vehicles",Connecticut,9,1.3186707938613578
Real estate,Connecticut,9,1.4989218118275676
Rental and leasing services and lessors of intangible assets,Connecticut,9,1.807102340235052
Legal services,Connecticut,9,1.6987590082353368
Computer systems design and related services,Connecticut,9,1.0652035427912354
"Miscellaneous professional, scientific, and technical services",Connecticut,9,1.7576146786539932
Management of companies and enterprises,Connecticut,9,1.5635118208916474
Administrative and support services,Connecticut,9,1.2571002409191003
Waste management and remediation services,Connecticut,9,1.4178167268865698
Educational services,Connecticut,9,1.497373923407959
Ambulatory health care services,Connecticut,9,1.4339185314212473
Hospitals and nursing and residential care facilities,Connecticut,9,1.5088726263633372
Social assistance,Connecticut,9,1.679834767030904
"Performing arts, spectator sports, museums, and related activities",Connecticut,9,1.4484852729532078
"Amusements, gambling, and recreation industries",Connecticut,9,1.4555130689579
Accommodation,Connecticut,9,1.5775008746090042
Food services and drinking places,Connecticut,9,1.5303132317738195
"Other services, except government",Connecticut,9,1.5124569300795174
Federal general government (defense),Connecticut,9,1.4645625513799114
Federal general government (nondefense),Connecticut,9,1.595155495406955
Federal government enterprises,Connecticut,9,1.4273006086287074
State and local general government,Connecticut,9,1.586944774296271
State and local government enterprises,Connecticut,9,1.4684590095236425
Federal general government (defense),Connecticut,9,1.327983625636869
Federal general government (nondefense),Connecticut,9,1.397963624467172
Federal government enterprises,Connecticut,9,1.4116506462029936
State and local general government,Connecticut,9,1.4415549388286737
State and local government enterprises,Connecticut,9,1.7103627932413148
Farms,Delaware,10,1.5081730195812684
"Forestry, fishing, and related activities",Delaware,10,1.179833408504059
Oil and gas extraction,Delaware,10,1.3140546316663622
"Mining, except oil and gas",Delaware,10,1.3006582145460863
Support activities for mining,Delaware,10,1.283553454781888
Utilities,Delaware,10,1.3275266477722536
Construction,Delaware,10,1.3648991663058987
Wood products,Delaware,10,1.3853870014732146
Nonmetallic mineral products,Delaware,10,1.3794486172217586
Primary metals,Delaware,10,1.3355611367381282
Fabricated metal products,Delaware,10,1.3166624846429773
Machinery,Delaware,10,1.3556333976287485
Computer and electronic products,Delaware,10,1.2011520092898496
"Electrical equipment, appliances, and components",Delaware,10,1.3810443755865316
"Motor vehicles, bodies and trailers, and parts",Delaware,10,1.3519610425799735
Other transportation equipment,Delaware,10,1.3493368211821963
Furniture and related products,Delaware,10,1.3899609020301484
Miscellaneous manufacturing,Delaware,10,1.3205630097102758
Food and beverage and tobacco products,Delaware,10,1.6428935886200595
Textile mills and textile product mills,Delaware,10,1.5805660857016368
Apparel and leather and allied products,Delaware,10,1.2658515323583548
Paper products,Delaware,10,1.3372607135672951
Printing and related support activities,Delaware,10,1.378852315346427
Petroleum and coal products,Delaware,10,1.2125347956311263
Chemical products,Delaware,10,1.5440811038712916
Plastics and rubber products,Delaware,10,1.7279819123313176
Wholesale trade,Delaware,10,1.3659143948628591
Retail trade,Delaware,10,1.268891681925057
Air transportation,Delaware,10,1.2483493730711486
Rail transportation,Delaware,10,1.266462412446274
Water transportation,Delaware,10,1.287759832335282
Truck transportation,Delaware,10,1.3604648552072858
Transit and ground passenger transportation,Delaware,10,1.2520694725294583
Pipeline transportation,Delaware,10,1.5230247015922522
Other transportation and support activities,Delaware,10,1.4055596470908418
Warehousing and storage,Delaware,10,1.4965342179761834
Publishing industries (includes software),Delaware,10,1.2529648375870206
Motion picture and sound recording industries,Delaware,10,1.3701281348558332
Broadcasting and telecommunications,Delaware,10,1.2769273487603876
Information and data processing services,Delaware,10,1.237802040088712
"Federal Reserve banks, credit intermediation, and related activities",Delaware,10,1.147973351755624
"Securities, commodity contracts, and investments",Delaware,10,1.2401089976997974
Insurance carriers and related activities,Delaware,10,1.3268437856174742
"Funds, trusts, and other financial vehicles",Delaware,10,1.257564681411741
Real estate,Delaware,10,1.3695666379941518
Rental and leasing services and lessors of intangible assets,Delaware,10,1.5278896666417516
Legal services,Delaware,10,1.968872498781001
Computer systems design and related services,Delaware,10,1.0547051340674427
