sectors,state_name,state_fips,value
Farms,Nevada,32,1.436682412581519
"Forestry, fishing, and related activities",Nevada,32,1.147995598700267
Oil and gas extraction,Nevada,32,1.399438522984905
"Mining, except oil and gas",Nevada,32,1.4218217525239425
Support activities for mining,Nevada,32,1.3322952424735597
Utilities,Nevada,32,1.3617284282410729
Construction,Nevada,32,1.5114370766109766
Wood products,Nevada,32,1.488573186666455
Nonmetallic mineral products,Nevada,32,1.624747002905275
Primary metals,Nevada,32,1.586523506867885
Fabricated metal products,Nevada,32,1.478546211998542
Machinery,Nevada,32,1.462225913278095
Computer and electronic products,Nevada,32,1.2003355226111472
"Electrical equipment, appliances, and components",Nevada,32,1.506767678259624
"Motor vehicles, bodies and trailers, and parts",Nevada,32,1.47712044833784
Other transportation equipment,Nevada,32,1.3110710826699574
Furniture and related products,Nevada,32,1.5348520622724608
Miscellaneous manufacturing,Nevada,32,1.3712097826813587
Food and beverage and tobacco products,Nevada,32,1.5747355853555045
Textile mills and textile product mills,Nevada,32,1.461544466765417
Apparel and leather and allied products,Nevada,32,1.4581455656256432
Paper products,Nevada,32,1.4886146494674752
Printing and related support activities,Nevada,32,1.4563901627432927
Petroleum and coal products,Nevada,32,1.1683375537667655
Chemical products,Nevada,32,1.3227749655308612
Plastics and rubber products,Nevada,32,1.4845403614131012
Wholesale trade,Nevada,32,1.5001149933750506
Retail trade,Nevada,32,1.4113457186032994
Air transportation,Nevada,32,1.4376147073357122
Rail transportation,Nevada,32,1.4571959980581848
Water transportation,Nevada,32,1.5070553670556208
Truck transportation,Nevada,32,1.3890251158539515
Transit and ground passenger transportation,Nevada,32,1.3972285962829876
Pipeline transportation,Nevada,32,1.7356719113264618
Other transportation and support activities,Nevada,32,1.6419228007698028
Warehousing and storage,Nevada,32,1.5720702167439438
Publishing industries (includes software),Nevada,32,1.3095607772543811
Motion picture and sound recording industries,Nevada,32,1.4969708130143766
Broadcasting and telecommunications,Nevada,32,1.4515486411982614
Information and data processing services,Nevada,32,1.3278683400646003
"Federal Reserve banks, credit intermediation, and related activities",Nevada,32,1.3414428277830377
"Securities, commodity contracts, and investments",Nevada,32,1.4817497528802404
Insurance carriers and related activities,Nevada,32,1.4398590762141374
"Funds, trusts, and other financial vehicles",Nevada,32,1.320877554343125
Real estate,Nevada,32,1.4929699113518944
Rental and leasing services and lessors of intangible assets,Nevada,32,1.4934964199322074
Legal services,Nevada,32,1.7378155461900653
Computer systems design and related services,Nevada,32,1.066808075204034
"Miscellaneous professional, scientific, and technical services",Nevada,32,1.7579885480321074
Management of companies and enterprises,Nevada,32,1.539635408006876
Administrative and support services,Nevada,32,1.2483333893667952
Waste management and remediation services,Nevada,32,1.3837687681046975
Educational services,Nevada,32,1.4165492801714197
Ambulatory health care services,Nevada,32,1.4248952539717197
Hospitals and nursing and residential care facilities,Nevada,32,1.4509974208236454
Social assistance,Nevada,32,1.5742724973386957
"Performing arts, spectator sports, museums, and related activities",Nevada,32,1.4219940720121798
"Amusements, gambling, and recreation industries",Nevada,32,1.3839752290367824
Accommodation,Nevada,32,1.5294519085032354
Food services and drinking places,Nevada,32,1.5056976927501868
"Other services, except government",Nevada,32,1.4666104476192126
Federal general government (defense),Nevada,32,1.532683529527586
Federal general government (nondefense),Nevada,32,1.574561667826389
Federal government enterprises,Nevada,32,1.3918777723784452
State and local general government,Nevada,32,1.5580468551914364
State and local government enterprises,Nevada,32,1.445976297643271
Federal general government (defense),Nevada,32,1.2964927137133408
Federal general government (nondefense),Nevada,32,1.3534249941272027
Federal government enterprises,Nevada,32,1.3308649638269707
State and local general government,Nevada,32,1.3633802279105238
State and local government enterprises,Nevada,32,1.6706105654019856
Farms,New Hampshire,33,1.4689083085165224
"Forestry, fishing, and related activities",New Hampshire,33,1.18812082852546
Oil and gas extraction,New Hampshire,33,1.4910729033098664
"Mining, except oil and gas",New Hampshire,33,1.4548154386659948
Support activities for mining,New Hampshire,33,1.4079463109133332
Utilities,New Hampshire,33,1.3858460654720846
Construction,New Hampshire,33,1.6677628181722366
Wood products,New Hampshire,33,1.787389882743521
Nonmetallic mineral products,New Hampshire,33,1.6431475757327074
Primary metals,New Hampshire,33,2.0512064723902275
Fabricated metal products,New Hampshire,33,1.957697452904514
Machinery,New Hampshire,33,1.9039287114736576
Computer and electronic products,New Hampshire,33,1.3607142630611897
"Electrical equipment, appliances, and components",New Hampshire,33,1.9008832416002976
"Motor vehicles, bodies and trailers, and parts",New Hampshire,33,1.8837937144201664
Other transportation equipment,New Hampshire,33,1.6737722942411917
Furniture and related products,New Hampshire,33,1.8987211414533225
Miscellaneous manufacturing,New Hampshire,33,1.551522549163508
Food and beverage and tobacco products,New Hampshire,33,1.623134065274061
Textile mills and textile product mills,New Hampshire,33,1.819961026882356
Apparel and leather and allied products,New Hampshire,33,1.5309789071791144
Paper products,New Hampshire,33,1.6994225775762613
Printing and related support activities,New Hampshire,33,1.61636112368203
Petroleum and coal products,New Hampshire,33,1.2065925098306358
Chemical products,New Hampshire,33,1.4890855717006255
Plastics and rubber products,New Hampshire,33,1.8005954619685296
Wholesale trade,New Hampshire,33,1.5483363722684862
Retail trade,New Hampshire,33,1.429441753097909
Air transportation,New Hampshire,33,1.4470686717005554
Rail transportation,New Hampshire,33,1.4634908426651367
Water transportation,New Hampshire,33,1.5225020430285836
Truck transportation,New Hampshire,33,1.3509692046486037
Transit and ground passenger transportation,New Hampshire,33,1.3861334239027865
Pipeline transportation,New Hampshire,33,1.6660721081354712
Other transportation and support activities,New Hampshire,33,1.5656970647111117
Warehousing and storage,New Hampshire,33,1.6943575560453823
Publishing industries (includes software),New Hampshire,33,1.338238576775098
Motion picture and sound recording industries,New Hampshire,33,1.5038876431696817
Broadcasting and telecommunications,New Hampshire,33,1.4405133238585002
Information and data processing services,New Hampshire,33,1.432994819225652
"Federal Reserve banks, credit intermediation, and related activities",New Hampshire,33,1.27391378944641
"Securities, commodity contracts, and investments",New Hampshire,33,1.4671189361565211
Insurance carriers and related activities,New Hampshire,33,1.4800883606193571
"Funds, trusts, and other financial vehicles",New Hampshire,33,1.357081016920053
Real estate,New Hampshire,33,1.5485725733491045
Rental and leasing services and lessors of intangible assets,New Hampshire,33,1.810446461001047
Legal services,New Hampshire,33,2.1104861606040166
Computer systems design and related services,New Hampshire,33,1.069259317686943
"Miscellaneous professional, scientific, and technical services",New Hampshire,33,1.816336666728312
Management of companies and enterprises,New Hampshire,33,1.5639386499315553
Administrative and support services,New Hampshire,33,1.2623728104975886
Waste management and remediation services,New Hampshire,33,1.4228184480833008
Educational services,New Hampshire,33,1.475884079756875
Ambulatory health care services,New Hampshire,33,1.4152818617400007
Hospitals and nursing and residential care facilities,New Hampshire,33,1.4928092970444928
Social assistance,New Hampshire,33,1.6714588909284631
"Performing arts, spectator sports, museums, and related activities",New Hampshire,33,1.4687609338224794
"Amusements, gambling, and recreation industries",New Hampshire,33,1.4463068448850678
Accommodation,New Hampshire,33,1.5981289438630566
Food services and drinking places,New Hampshire,33,1.5616060687104376
"Other services, except government",New Hampshire,33,1.5559242158720823
Federal general government (defense),New Hampshire,33,1.4397424819279547
Federal general government (nondefense),New Hampshire,33,1.623380031767524
Federal government enterprises,New Hampshire,33,1.4271733101499913
State and local general government,New Hampshire,33,1.5859454666014474
State and local government enterprises,New Hampshire,33,1.500713252465839
Federal general government (defense),New Hampshire,33,1.4119277752867574
Federal general government (nondefense),New Hampshire,33,1.400222918947195
Federal government enterprises,New Hampshire,33,1.4018855997035793
State and local general government,New Hampshire,33,1.41957944349974
State and local government enterprises,New Hampshire,33,1.7767960955822009
Farms,New Jersey,34,1.5476394263321016
"Forestry, fishing, and related activities",New Jersey,34,1.2199808455161254
Oil and gas extraction,New Jersey,34,1.4578062642815215
"Mining, except oil and gas",New Jersey,34,1.428597833812766
Support activities for mining,New Jersey,34,1.406212688840203
Utilities,New Jersey,34,1.4235856917992984
Construction,New Jersey,34,1.57349593019909
Wood products,New Jersey,34,1.548452596613205
Nonmetallic mineral products,New Jersey,34,1.6518223323864047
Primary metals,New Jersey,34,1.6272638944490303
Fabricated metal products,New Jersey,34,1.5761542324077769
Machinery,New Jersey,34,1.5619322002078575
Computer and electronic products,New Jersey,34,1.2745227361838642
"Electrical equipment, appliances, and components",New Jersey,34,1.574003019862931
"Motor vehicles, bodies and trailers, and parts",New Jersey,34,1.582862392405668
Other transportation equipment,New Jersey,34,1.3632058822749071
Furniture and related products,New Jersey,34,1.680865339443026
Miscellaneous manufacturing,New Jersey,34,1.5142336963847982
Food and beverage and tobacco products,New Jersey,34,1.716523200081855
Textile mills and textile product mills,New Jersey,34,1.9311532858862344
Apparel and leather and allied products,New Jersey,34,1.6493851477405002
Paper products,New Jersey,34,1.904829218156792
Printing and related support activities,New Jersey,34,1.7285572630580108
Petroleum and coal products,New Jersey,34,1.2815097949995553
Chemical products,New Jersey,34,1.6835159799941315
Plastics and rubber products,New Jersey,34,1.9748718296194248
Wholesale trade,New Jersey,34,1.5913266055808697
Retail trade,New Jersey,34,1.4711675004402904
Air transportation,New Jersey,34,1.4903408287363402
Rail transportation,New Jersey,34,1.514551993499221
Water transportation,New Jersey,34,1.5751235999180198
Truck transportation,New Jersey,34,1.5414875494553149
Transit and ground passenger transportation,New Jersey,34,1.4489586885708683
Pipeline transportation,New Jersey,34,1.893798402211696
Other transportation and support activities,New Jersey,34,1.7415785647490305
Warehousing and storage,New Jersey,34,1.753802321116393
Publishing industries (includes software),New Jersey,34,1.33962272093835
Motion picture and sound recording industries,New Jersey,34,1.5965801564700302
Broadcasting and telecommunications,New Jersey,34,1.5193064371799072
Information and data processing services,New Jersey,34,1.414065719525809
"Federal Reserve banks, credit intermediation, and related activities",New Jersey,34,1.4131471489747156
"Securities, commodity contracts, and investments",New Jersey,34,1.5264643336007615
Insurance carriers and related activities,New Jersey,34,1.5245496269653969
"Funds, trusts, and other financial vehicles",New Jersey,34,1.3913394402657184
Real estate,New Jersey,34,1.6056909807345894
Rental and leasing services and lessors of intangible assets,New Jersey,34,1.8322839896385164
Legal services,New Jersey,34,2.230949194137926
Computer systems design and related services,New Jersey,34,1.0668320293850244
"Miscellaneous professional, scientific, and technical services",New Jersey,34,1.833704360655488
Management of companies and enterprises,New Jersey,34,1.6269884562484278
Administrative and support services,New Jersey,34,1.2840296357452603
Waste management and remediation services,New Jersey,34,1.4430345990191318
Educational services,New Jersey,34,1.5172835568538177
Ambulatory health care services,New Jersey,34,1.4859476949482002
Hospitals and nursing and residential care facilities,New Jersey,34,1.5452309230153294
Social assistance,New Jersey,34,1.687678688489368
"Performing arts, spectator sports, museums, and related activities",New Jersey,34,1.5041238941595327
"Amusements, gambling, and recreation industries",New Jersey,34,1.4870813187402627
Accommodation,New Jersey,34,1.6399128808112484
Food services and drinking places,New Jersey,34,1.5853784192917832
"Other services, except government",New Jersey,34,1.5791998728940024
Federal general government (defense),New Jersey,34,1.5748883132224605
Federal general government (nondefense),New Jersey,34,1.6606532877787212
Federal government enterprises,New Jersey,34,1.4573253426798711
State and local general government,New Jersey,34,1.6677835343551564
State and local government enterprises,New Jersey,34,1.51152407436667
Federal general government (defense),New Jersey,34,1.3500213638326224
Federal general government (nondefense),New Jersey,34,1.4145833956630982
Federal government enterprises,New Jersey,34,1.4487053789558526
State and local general government,New Jersey,34,1.4913242171003849
State and local government enterprises,New Jersey,34,1.7775841004463604
Farms,New Mexico,35,1.7329628931540717
"Forestry, fishing, and related activities",New Mexico,35,1.284683021426538
Oil and gas extraction,New Mexico,35,1.4657045290438546
"Mining, except oil and gas",New Mexico,35,1.3892132620488706
Support activities for mining,New Mexico,35,1.2887016578297434
Utilities,New Mexico,35,1.4440300574466136
Construction,New Mexico,35,1.4156232156460449
Wood products,New Mexico,35,1.5087323383763238
Nonmetallic mineral products,New Mexico,35,1.5103650968053994
Primary metals,New Mexico,35,1.422468557076968
Fabricated metal products,New Mexico,35,1.325287191664889
Machinery,New Mexico,35,1.304924095229192
Computer and electronic products,New Mexico,35,1.218907996798227
"Electrical equipment, appliances, and components",New Mexico,35,1.3058463337985615
"Motor vehicles, bodies and trailers, and parts",New Mexico,35,1.303685478076371
Other transportation equipment,New Mexico,35,1.2568448626722757
Furniture and related products,New Mexico,35,1.3932448196164988
Miscellaneous manufacturing,New Mexico,35,1.291617282873719
Food and beverage and tobacco products,New Mexico,35,1.857633286055876
Textile mills and textile product mills,New Mexico,35,1.387929565715654
Apparel and leather and allied products,New Mexico,35,1.2823895790872892
Paper products,New Mexico,35,1.412213570511412
Printing and related support activities,New Mexico,35,1.38464817623735
Petroleum and coal products,New Mexico,35,1.9059807295499425
Chemical products,New Mexico,35,1.3690734225542998
Plastics and rubber products,New Mexico,35,1.3964967509241355
Wholesale trade,New Mexico,35,1.4291910673712926
Retail trade,New Mexico,35,1.3688471365366075
Air transportation,New Mexico,35,1.40384253038615
Rail transportation,New Mexico,35,1.3963878732427608
Water transportation,New Mexico,35,1.442522791468261
Truck transportation,New Mexico,35,1.4272991794254908
Transit and ground passenger transportation,New Mexico,35,1.3011774349482628
Pipeline transportation,New Mexico,35,1.573972746204987
Other transportation and support activities,New Mexico,35,1.4472269750606923
Warehousing and storage,New Mexico,35,1.539747287392696
Publishing industries (includes software),New Mexico,35,1.2805675194763793
Motion picture and sound recording industries,New Mexico,35,1.4023389867353904
Broadcasting and telecommunications,New Mexico,35,1.3506190665347595
Information and data processing services,New Mexico,35,1.2786099752632678
"Federal Reserve banks, credit intermediation, and related activities",New Mexico,35,1.4088140265617035
"Securities, commodity contracts, and investments",New Mexico,35,1.4488452780076753
Insurance carriers and related activities,New Mexico,35,1.3846459752834508
"Funds, trusts, and other financial vehicles",New Mexico,35,1.2787070838255683
Real estate,New Mexico,35,1.4311227422942363
Rental and leasing services and lessors of intangible assets,New Mexico,35,1.4855526602702431
Legal services,New Mexico,35,1.4769362716302823
Computer systems design and related services,New Mexico,35,1.0621574009741548
"Miscellaneous professional, scientific, and technical services",New Mexico,35,1.7160857547710524
Management of companies and enterprises,New Mexico,35,1.4355040571232334
Administrative and support services,New Mexico,35,1.2284974149225243
Waste management and remediation services,New Mexico,35,1.3420326519069918
Educational services,New Mexico,35,1.3772130332642232
Ambulatory health care services,New Mexico,35,1.346933601074204
Hospitals and nursing and residential care facilities,New Mexico,35,1.4012825789669316
Social assistance,New Mexico,35,1.5193734304511448
"Performing arts, spectator sports, museums, and related activities",New Mexico,35,1.4204343691231804
"Amusements, gambling, and recreation industries",New Mexico,35,1.3490340145087056
Accommodation,New Mexico,35,1.4886247735758698
Food services and drinking places,New Mexico,35,1.4896370180053542
"Other services, except government",New Mexico,35,1.4458333994158108
Federal general government (defense),New Mexico,35,1.377180744025467
Federal general government (nondefense),New Mexico,35,1.5705476015654802
Federal government enterprises,New Mexico,35,1.366668142999021
State and local general government,New Mexico,35,1.5345646873336307
State and local government enterprises,New Mexico,35,1.4102628852028785
Federal general government (defense),New Mexico,35,1.2986108661414664
Federal general government (nondefense),New Mexico,35,1.3250539828930916
Federal government enterprises,New Mexico,35,1.3417343406556037
State and local general government,New Mexico,35,1.4036071680176792
State and local government enterprises,New Mexico,35,1.7483929337075093
Farms,New York,36,1.3501755936478674
"Forestry, fishing, and related activities",New York,36,1.135498255828558
Oil and gas extraction,New York,36,1.3549617373406613
"Mining, except oil and gas",New York,36,1.3316930244100746
Support activities for mining,New York,36,1.3272054063377166
Utilities,New York,36,1.3121194447719018
Construction,New York,36,1.3972984932197785
Wood products,New York,36,1.3546580645294188
Nonmetallic mineral products,New York,36,1.4074861964552798
Primary metals,New York,36,1.4537507252100228
Fabricated metal products,New York,36,1.421159876031937
Machinery,New York,36,1.4159474704867754
Computer and electronic products,New York,36,1.2072735285132896
"Electrical equipment, appliances, and components",New York,36,1.4064736495348882
"Motor vehicles, bodies and trailers, and parts",New York,36,1.3985620974748916
Other transportation equipment,New York,36,1.2793043002541111
Furniture and related products,New York,36,1.4388096987711532
Miscellaneous manufacturing,New York,36,1.3405025070181031
Food and beverage and tobacco products,New York,36,1.4583685363287278
Textile mills and textile product mills,New York,36,1.5022549075940916
Apparel and leather and allied products,New York,36,1.4801726745171255
Paper products,New York,36,1.4815461676767183
Printing and related support activities,New York,36,1.43814011502431
Petroleum and coal products,New York,36,1.1604678645600726
Chemical products,New York,36,1.3765243818646185
Plastics and rubber products,New York,36,1.5183638018072705
Wholesale trade,New York,36,1.4396037624566596
Retail trade,New York,36,1.3453337356786474
Air transportation,New York,36,1.3331226394758486
Rail transportation,New York,36,1.378815554378371
Water transportation,New York,36,1.4025646501063076
Truck transportation,New York,36,1.2672635304479902
Transit and ground passenger transportation,New York,36,1.3361715199648494
Pipeline transportation,New York,36,1.6458263882105018
Other transportation and support activities,New York,36,1.4272803822885225
Warehousing and storage,New York,36,1.587248868012753
Publishing industries (includes software),New York,36,1.2853738719593106
Motion picture and sound recording industries,New York,36,1.335272281269907
Broadcasting and telecommunications,New York,36,1.316953735103196
Information and data processing services,New York,36,1.3945985192655563
"Federal Reserve banks, credit intermediation, and related activities",New York,36,1.5290923517004122
"Securities, commodity contracts, and investments",New York,36,1.5887738573470025
Insurance carriers and related activities,New York,36,1.459604189848125
"Funds, trusts, and other financial vehicles",New York,36,1.339745298074345
Real estate,New York,36,1.5088729921933284
Rental and leasing services and lessors of intangible assets,New York,36,1.72022432893891
Legal services,New York,36,2.101370199078856
Computer systems design and related services,New York,36,1.0559085275864624
"Miscellaneous professional, scientific, and technical services",New York,36,1.6453787978407923
Management of companies and enterprises,New York,36,1.5066922214099332
Administrative and support services,New York,36,1.2290308143812512
Waste management and remediation services,New York,36,1.3783709310137602
Educational services,New York,36,1.4124438320797557
Ambulatory health care services,New York,36,1.3957480645251148
Hospitals and nursing and residential care facilities,New York,36,1.4450506586178755
Social assistance,New York,36,1.5054489973159182
"Performing arts, spectator sports, museums, and related activities",New York,36,1.3711375913254982
"Amusements, gambling, and recreation industries",New York,36,1.3465441901579671
Accommodation,New York,36,1.4703133245650448
Food services and drinking places,New York,36,1.4164326519938994
"Other services, except government",New York,36,1.4150325977601486
Federal general government (defense),New York,36,1.5007458978675443
Federal general government (nondefense),New York,36,1.4901860556137254
Federal government enterprises,New York,36,1.3845932196783246
State and local general government,New York,36,1.506393029486799
State and local government enterprises,New York,36,1.3729882623310417
Federal general government (defense),New York,36,1.275810835998673
Federal general government (nondefense),New York,36,1.335607326084392
Federal government enterprises,New York,36,1.3618065617270283
State and local general government,New York,36,1.3760810950555014
State and local government enterprises,New York,36,1.5726906448981066
Farms,North Carolina,37,2.018591856552226
"Forestry, fishing, and related activities",North Carolina,37,1.3664806272287977
Oil and gas extraction,North Carolina,37,1.5188817799123984
"Mining, except oil and gas",North Carolina,37,1.5177417412482266
Support activities for mining,North Carolina,37,1.4598421437464546
Utilities,North Carolina,37,1.4320772342798749
Construction,North Carolina,37,1.720229585195845
Wood products,North Carolina,37,2.0542708871221182
Nonmetallic mineral products,North Carolina,37,1.766913185730847
Primary metals,North Carolina,37,1.9331766123058205
Fabricated metal products,North Carolina,37,1.846441849837524
Machinery,North Carolina,37,1.9027439864362985
Computer and electronic products,North Carolina,37,1.3809174946819076
"Electrical equipment, appliances, and components",North Carolina,37,1.8625277374978937
"Motor vehicles, bodies and trailers, and parts",North Carolina,37,2.385918607802067
Other transportation equipment,North Carolina,37,1.7449197596335546
Furniture and related products,North Carolina,37,2.02853843184184
Miscellaneous manufacturing,North Carolina,37,1.6176237808144749
Food and beverage and tobacco products,North Carolina,37,2.2974193351195384
Textile mills and textile product mills,North Carolina,37,2.1670908959324207
Apparel and leather and allied products,North Carolina,37,1.731219444757768
Paper products,North Carolina,37,2.099115644110137
Printing and related support activities,North Carolina,37,1.8258349086165264
Petroleum and coal products,North Carolina,37,1.282560466184413
Chemical products,North Carolina,37,1.7611174740767273
Plastics and rubber products,North Carolina,37,2.137070118178059
Wholesale trade,North Carolina,37,1.6264129698943817
Retail trade,North Carolina,37,1.4924043813469596
Air transportation,North Carolina,37,1.5022495048429456
Rail transportation,North Carolina,37,1.5130579873850143
Water transportation,North Carolina,37,1.564830826111171
Truck transportation,North Carolina,37,1.40178637206402
Transit and ground passenger transportation,North Carolina,37,1.553226782849789
Pipeline transportation,North Carolina,37,1.782566700822767
Other transportation and support activities,North Carolina,37,1.6968213514980806
Warehousing and storage,North Carolina,37,1.7857586350462733
Publishing industries (includes software),North Carolina,37,1.4439687557974246
Motion picture and sound recording industries,North Carolina,37,1.5761382025240624
Broadcasting and telecommunications,North Carolina,37,1.5069215403933762
Information and data processing services,North Carolina,37,1.468932108889376
"Federal Reserve banks, credit intermediation, and related activities",North Carolina,37,1.412189847833893
"Securities, commodity contracts, and investments",North Carolina,37,1.566324903093662
Insurance carriers and related activities,North Carolina,37,1.5388976027995902
"Funds, trusts, and other financial vehicles",North Carolina,37,1.4940962990836093
Real estate,North Carolina,37,1.7238954897321714
Rental and leasing services and lessors of intangible assets,North Carolina,37,1.726136072076372
Legal services,North Carolina,37,2.311103211760973
Computer systems design and related services,North Carolina,37,1.1537357344603412
"Miscellaneous professional, scientific, and technical services",North Carolina,37,1.881000856799734
Management of companies and enterprises,North Carolina,37,1.665913689611872
Administrative and support services,North Carolina,37,1.2712274309050906
Waste management and remediation services,North Carolina,37,1.4597616679781789
Educational services,North Carolina,37,1.5520487050419782
Ambulatory health care services,North Carolina,37,1.5096617986642034
Hospitals and nursing and residential care facilities,North Carolina,37,1.5700728358706046
Social assistance,North Carolina,37,1.723080554099529
"Performing arts, spectator sports, museums, and related activities",North Carolina,37,1.5025235176068716
"Amusements, gambling, and recreation industries",North Carolina,37,1.492873326941401
Accommodation,North Carolina,37,1.643978186216183
Food services and drinking places,North Carolina,37,1.5901797734289964
"Other services, except government",North Carolina,37,1.6652877937377306
Federal general government (defense),North Carolina,37,1.5519313905286334
Federal general government (nondefense),North Carolina,37,1.697230454593886
Federal government enterprises,North Carolina,37,1.52069681107968
State and local general government,North Carolina,37,1.7226807842173484
State and local government enterprises,North Carolina,37,1.5442777312956393
Federal general government (defense),North Carolina,37,1.4879476095614264
Federal general government (nondefense),North Carolina,37,1.457973005024744
Federal government enterprises,North Carolina,37,1.5094611244751217
State and local general government,North Carolina,37,1.5287614412665609
State and local government enterprises,North Carolina,37,1.856436247768379
Farms,North Dakota,38,1.8744948059229007
"Forestry, fishing, and related activities",North Dakota,38,1.3097477353535587
Oil and gas extraction,North Dakota,38,1.4901805511434785
"Mining, except oil and gas",North Dakota,38,1.442867123275624
Support activities for mining,North Dakota,38,1.35179456201186
Utilities,North Dakota,38,1.3951972210821246
Construction,North Dakota,38,1.5154696904769016
Wood products,North Dakota,38,1.8110143472266125
Nonmetallic mineral products,North Dakota,38,1.6021126477855498
Primary metals,North Dakota,38,1.427306568271558
Fabricated metal products,North Dakota,38,1.3358008268859929
Machinery,North Dakota,38,1.4408969547241188
Computer and electronic products,North Dakota,38,1.1851197343680973
"Electrical equipment, appliances, and components",North Dakota,38,1.348429973312402
"Motor vehicles, bodies and trailers, and parts",North Dakota,38,1.4457228596432383
Other transportation equipment,North Dakota,38,1.415089609973529
Furniture and related products,North Dakota,38,1.6315539579466702
Miscellaneous manufacturing,North Dakota,38,1.32399258412812
Food and beverage and tobacco products,North Dakota,38,2.1040491763833784
Textile mills and textile product mills,North Dakota,38,1.5329761914109696
Apparel and leather and allied products,North Dakota,38,1.3796323896040672
Paper products,North Dakota,38,1.4352081867598192
Printing and related support activities,North Dakota,38,1.4028304633244348
Petroleum and coal products,North Dakota,38,1.9002239394665257
Chemical products,North Dakota,38,1.4009283419848448
Plastics and rubber products,North Dakota,38,1.5201586927255526
Wholesale trade,North Dakota,38,1.4243223051186855
Retail trade,North Dakota,38,1.3473951452678885
Air transportation,North Dakota,38,1.3975000356236729
Rail transportation,North Dakota,38,1.3918672050083571
Water transportation,North Dakota,38,1.4272854101056247
Truck transportation,North Dakota,38,1.2321322912915942
Transit and ground passenger transportation,North Dakota,38,1.3139432951991736
Pipeline transportation,North Dakota,38,1.4610745916915546
Other transportation and support activities,North Dakota,38,1.4507065325777433
Warehousing and storage,North Dakota,38,1.5103485187787788
Publishing industries (includes software),North Dakota,38,1.2649232691727583
Motion picture and sound recording industries,North Dakota,38,1.376541081131294
Broadcasting and telecommunications,North Dakota,38,1.3348816037744151
Information and data processing services,North Dakota,38,1.329791143917999
"Federal Reserve banks, credit intermediation, and related activities",North Dakota,38,1.1898733194834283
"Securities, commodity contracts, and investments",North Dakota,38,1.395585373758936
Insurance carriers and related activities,North Dakota,38,1.3630930339014944
"Funds, trusts, and other financial vehicles",North Dakota,38,1.2774819423266606
Real estate,North Dakota,38,1.4279908645790362
Rental and leasing services and lessors of intangible assets,North Dakota,38,1.6287971392859752
Legal services,North Dakota,38,1.7765982992007026
Computer systems design and related services,North Dakota,38,1.066356753516993
"Miscellaneous professional, scientific, and technical services",North Dakota,38,1.6224611292264102
Management of companies and enterprises,North Dakota,38,1.429852266319007
Administrative and support services,North Dakota,38,1.208174059712302
Waste management and remediation services,North Dakota,38,1.3035873422440505
Educational services,North Dakota,38,1.359848114684952
Ambulatory health care services,North Dakota,38,1.3268838510094891
Hospitals and nursing and residential care facilities,North Dakota,38,1.353730371619543
Social assistance,North Dakota,38,1.475534030563871
"Performing arts, spectator sports, museums, and related activities",North Dakota,38,1.4048287532412391
"Amusements, gambling, and recreation industries",North Dakota,38,1.3389165559191043
Accommodation,North Dakota,38,1.4616493191304385
Food services and drinking places,North Dakota,38,1.4658815858526126
"Other services, except government",North Dakota,38,1.5091140777152905
Federal general government (defense),North Dakota,38,1.339010111935675
Federal general government (nondefense),North Dakota,38,1.559752486866159
Federal government enterprises,North Dakota,38,1.373094624043966
State and local general government,North Dakota,38,1.5826213601601158
State and local government enterprises,North Dakota,38,1.3957338190486974
Federal general government (defense),North Dakota,38,1.3196592050699172
Federal general government (nondefense),North Dakota,38,1.301279033744135
Federal government enterprises,North Dakota,38,1.3673272573972697
State and local general government,North Dakota,38,1.3757471097960117
State and local government enterprises,North Dakota,38,1.6995708002333787
Farms,Ohio,39,1.7721375371232195
"Forestry, fishing, and related activities",Ohio,39,1.258676532808726
Oil and gas extraction,Ohio,39,1.613446346872506
"Mining, except oil and gas",Ohio,39,1.5396656170898078
Support activities for mining,Ohio,39,1.457476820093198
Utilities,Ohio,39,1.4751630532275566
Construction,Ohio,39,1.748064624089763
Wood products,Ohio,39,1.9070793436984748
Nonmetallic mineral products,Ohio,39,1.766778630889161
Primary metals,Ohio,39,2.1452400381968486
Fabricated metal products,Ohio,39,2.0203956389867908
Machinery,Ohio,39,1.994859114373032
Computer and electronic products,Ohio,39,1.2991532861357031
"Electrical equipment, appliances, and components",Ohio,39,1.956219451435164
"Motor vehicles, bodies and trailers, and parts",Ohio,39,2.5133104765695853
Other transportation equipment,Ohio,39,1.8646104401936887
Furniture and related products,Ohio,39,2.006816818796786
Miscellaneous manufacturing,Ohio,39,1.6202512981063475
Food and beverage and tobacco products,Ohio,39,2.034373684118304
Textile mills and textile product mills,Ohio,39,2.016358207491794
Apparel and leather and allied products,Ohio,39,1.605581244294068
Paper products,Ohio,39,2.0566597300198963
Printing and related support activities,Ohio,39,1.7945822807770475
Petroleum and coal products,Ohio,39,1.4213084460342351
Chemical products,Ohio,39,1.7442644971303007
Plastics and rubber products,Ohio,39,2.111283167927592
Wholesale trade,Ohio,39,1.5626745947861889
Retail trade,Ohio,39,1.4729690652632863
Air transportation,Ohio,39,1.5019000206808604
Rail transportation,Ohio,39,1.4976322665649175
Water transportation,Ohio,39,1.551231851356469
Truck transportation,Ohio,39,1.4783633141947734
Transit and ground passenger transportation,Ohio,39,1.4963700554976922
Pipeline transportation,Ohio,39,1.8080176220890696
